time,state,action,new_state,cost,new_state_cost,total_cost
15,"[0, 0, 15]","[(10, 0), (5, 0), (0, 1)]","[10, 5, 15]",632.5699579550001,0.0,632.5699579550001
15,"[0, 0, 15]","[(5, 0), (5, 0), (0, 1)]","[5, 5, 15]",588.37997197,0.0,588.37997197
15,"[0, 0, 15]","[(0, 1), (5, 0), (0, 1)]","[-5, 5, 15]",-55.810014015,Inf,Inf
15,"[0, 0, 15]","[(10, 0), (0, 1), (0, 1)]","[10, 0, 15]",588.37997197,0.0,588.37997197
15,"[0, 0, 15]","[(5, 0), (0, 1), (0, 1)]","[5, 0, 15]",544.189985985,0.0,544.189985985
15,"[0, 0, 15]","[(0, 1), (0, 1), (0, 1)]","[-5, 0, 15]",-100.0,Inf,Inf
15,"[0, 0, 20]","[(10, 0), (10, 0), (10, 0)]","[10, 10, 30]",765.1399159100001,Inf,Inf
15,"[0, 0, 20]","[(5, 0), (10, 0), (10, 0)]","[5, 10, 30]",720.9499299250001,Inf,Inf
15,"[0, 0, 20]","[(0, 1), (10, 0), (10, 0)]","[-5, 10, 30]",76.75994394,Inf,Inf
15,"[0, 0, 20]","[(10, 0), (5, 0), (10, 0)]","[10, 5, 30]",720.9499299250001,Inf,Inf
15,"[0, 0, 20]","[(5, 0), (5, 0), (10, 0)]","[5, 5, 30]",676.7599439400001,Inf,Inf
15,"[0, 0, 20]","[(0, 1), (5, 0), (10, 0)]","[-5, 5, 30]",32.569957955,Inf,Inf
15,"[0, 0, 20]","[(10, 0), (0, 1), (10, 0)]","[10, 0, 30]",676.7599439400001,Inf,Inf
15,"[0, 0, 20]","[(5, 0), (0, 1), (10, 0)]","[5, 0, 30]",632.5699579550001,Inf,Inf
15,"[0, 0, 20]","[(0, 1), (0, 1), (10, 0)]","[-5, 0, 30]",-11.62002803,Inf,Inf
15,"[0, 0, 20]","[(10, 0), (10, 0), (5, 0)]","[10, 10, 25]",720.9499299250001,Inf,Inf
15,"[0, 0, 20]","[(5, 0), (10, 0), (5, 0)]","[5, 10, 25]",676.7599439400001,Inf,Inf
15,"[0, 0, 20]","[(0, 1), (10, 0), (5, 0)]","[-5, 10, 25]",32.569957955,Inf,Inf
15,"[0, 0, 20]","[(10, 0), (5, 0), (5, 0)]","[10, 5, 25]",676.7599439400001,Inf,Inf
15,"[0, 0, 20]","[(5, 0), (5, 0), (5, 0)]","[5, 5, 25]",632.5699579550001,Inf,Inf
15,"[0, 0, 20]","[(0, 1), (5, 0), (5, 0)]","[-5, 5, 25]",-11.62002803,Inf,Inf
15,"[0, 0, 20]","[(10, 0), (0, 1), (5, 0)]","[10, 0, 25]",632.5699579550001,Inf,Inf
15,"[0, 0, 20]","[(5, 0), (0, 1), (5, 0)]","[5, 0, 25]",588.37997197,Inf,Inf
15,"[0, 0, 20]","[(0, 1), (0, 1), (5, 0)]","[-5, 0, 25]",-55.810014015,Inf,Inf
15,"[0, 0, 20]","[(10, 0), (10, 0), (0, 1)]","[10, 10, 20]",676.7599439400001,0.0,676.7599439400001
15,"[0, 0, 20]","[(5, 0), (10, 0), (0, 1)]","[5, 10, 20]",632.5699579550001,0.0,632.5699579550001
15,"[0, 0, 20]","[(0, 1), (10, 0), (0, 1)]","[-5, 10, 20]",-11.62002803,Inf,Inf
15,"[0, 0, 20]","[(10, 0), (5, 0), (0, 1)]","[10, 5, 20]",632.5699579550001,0.0,632.5699579550001
15,"[0, 0, 20]","[(5, 0), (5, 0), (0, 1)]","[5, 5, 20]",588.37997197,0.0,588.37997197
15,"[0, 0, 20]","[(0, 1), (5, 0), (0, 1)]","[-5, 5, 20]",-55.810014015,Inf,Inf
15,"[0, 0, 20]","[(10, 0), (0, 1), (0, 1)]","[10, 0, 20]",588.37997197,0.0,588.37997197
15,"[0, 0, 20]","[(5, 0), (0, 1), (0, 1)]","[5, 0, 20]",544.189985985,0.0,544.189985985
15,"[0, 0, 20]","[(0, 1), (0, 1), (0, 1)]","[-5, 0, 20]",-100.0,Inf,Inf
15,"[0, 5, 0]","[(10, 0), (10, 0), (10, 0)]","[10, 15, 10]",765.1399159100001,0.0,765.1399159100001
15,"[0, 5, 0]","[(5, 0), (10, 0), (10, 0)]","[5, 15, 10]",720.9499299250001,0.0,720.9499299250001
15,"[0, 5, 0]","[(0, 1), (10, 0), (10, 0)]","[-5, 15, 10]",76.75994394,Inf,Inf
15,"[0, 5, 0]","[(10, 0), (5, 0), (10, 0)]","[10, 10, 10]",720.9499299250001,0.0,720.9499299250001
15,"[0, 5, 0]","[(5, 0), (5, 0), (10, 0)]","[5, 10, 10]",676.7599439400001,0.0,676.7599439400001
15,"[0, 5, 0]","[(0, 1), (5, 0), (10, 0)]","[-5, 10, 10]",32.569957955,Inf,Inf
15,"[0, 5, 0]","[(10, 0), (0, 1), (10, 0)]","[10, 5, 10]",676.7599439400001,0.0,676.7599439400001
15,"[0, 5, 0]","[(5, 0), (0, 1), (10, 0)]","[5, 5, 10]",632.5699579550001,0.0,632.5699579550001
15,"[0, 5, 0]","[(0, 1), (0, 1), (10, 0)]","[-5, 5, 10]",-11.62002803,Inf,Inf
15,"[0, 5, 0]","[(10, 0), (10, 0), (5, 0)]","[10, 15, 5]",720.9499299250001,0.0,720.9499299250001
15,"[0, 5, 0]","[(5, 0), (10, 0), (5, 0)]","[5, 15, 5]",676.7599439400001,0.0,676.7599439400001
15,"[0, 5, 0]","[(0, 1), (10, 0), (5, 0)]","[-5, 15, 5]",32.569957955,Inf,Inf
15,"[0, 5, 0]","[(10, 0), (5, 0), (5, 0)]","[10, 10, 5]",676.7599439400001,0.0,676.7599439400001
15,"[0, 5, 0]","[(5, 0), (5, 0), (5, 0)]","[5, 10, 5]",632.5699579550001,0.0,632.5699579550001
15,"[0, 5, 0]","[(0, 1), (5, 0), (5, 0)]","[-5, 10, 5]",-11.62002803,Inf,Inf
15,"[0, 5, 0]","[(10, 0), (0, 1), (5, 0)]","[10, 5, 5]",632.5699579550001,0.0,632.5699579550001
15,"[0, 5, 0]","[(5, 0), (0, 1), (5, 0)]","[5, 5, 5]",588.37997197,0.0,588.37997197
15,"[0, 5, 0]","[(0, 1), (0, 1), (5, 0)]","[-5, 5, 5]",-55.810014015,Inf,Inf
15,"[0, 5, 0]","[(10, 0), (10, 0), (0, 1)]","[10, 15, 0]",676.7599439400001,0.0,676.7599439400001
15,"[0, 5, 0]","[(5, 0), (10, 0), (0, 1)]","[5, 15, 0]",632.5699579550001,0.0,632.5699579550001
15,"[0, 5, 0]","[(0, 1), (10, 0), (0, 1)]","[-5, 15, 0]",-11.62002803,Inf,Inf
15,"[0, 5, 0]","[(10, 0), (5, 0), (0, 1)]","[10, 10, 0]",632.5699579550001,0.0,632.5699579550001
15,"[0, 5, 0]","[(5, 0), (5, 0), (0, 1)]","[5, 10, 0]",588.37997197,0.0,588.37997197
15,"[0, 5, 0]","[(0, 1), (5, 0), (0, 1)]","[-5, 10, 0]",-55.810014015,Inf,Inf
15,"[0, 5, 0]","[(10, 0), (0, 1), (0, 1)]","[10, 5, 0]",588.37997197,0.0,588.37997197
15,"[0, 5, 0]","[(5, 0), (0, 1), (0, 1)]","[5, 5, 0]",544.189985985,0.0,544.189985985
15,"[0, 5, 0]","[(0, 1), (0, 1), (0, 1)]","[-5, 5, 0]",-100.0,Inf,Inf
15,"[0, 5, 5]","[(10, 0), (10, 0), (10, 0)]","[10, 15, 15]",765.1399159100001,0.0,765.1399159100001
15,"[0, 5, 5]","[(5, 0), (10, 0), (10, 0)]","[5, 15, 15]",720.9499299250001,0.0,720.9499299250001
15,"[0, 5, 5]","[(0, 1), (10, 0), (10, 0)]","[-5, 15, 15]",76.75994394,Inf,Inf
15,"[0, 5, 5]","[(10, 0), (5, 0), (10, 0)]","[10, 10, 15]",720.9499299250001,0.0,720.9499299250001
15,"[0, 5, 5]","[(5, 0), (5, 0), (10, 0)]","[5, 10, 15]",676.7599439400001,0.0,676.7599439400001
15,"[0, 5, 5]","[(0, 1), (5, 0), (10, 0)]","[-5, 10, 15]",32.569957955,Inf,Inf
15,"[0, 5, 5]","[(10, 0), (0, 1), (10, 0)]","[10, 5, 15]",676.7599439400001,0.0,676.7599439400001
15,"[0, 5, 5]","[(5, 0), (0, 1), (10, 0)]","[5, 5, 15]",632.5699579550001,0.0,632.5699579550001
15,"[0, 5, 5]","[(0, 1), (0, 1), (10, 0)]","[-5, 5, 15]",-11.62002803,Inf,Inf
15,"[0, 5, 5]","[(10, 0), (10, 0), (5, 0)]","[10, 15, 10]",720.9499299250001,0.0,720.9499299250001
15,"[0, 5, 5]","[(5, 0), (10, 0), (5, 0)]","[5, 15, 10]",676.7599439400001,0.0,676.7599439400001
15,"[0, 5, 5]","[(0, 1), (10, 0), (5, 0)]","[-5, 15, 10]",32.569957955,Inf,Inf
15,"[0, 5, 5]","[(10, 0), (5, 0), (5, 0)]","[10, 10, 10]",676.7599439400001,0.0,676.7599439400001
15,"[0, 5, 5]","[(5, 0), (5, 0), (5, 0)]","[5, 10, 10]",632.5699579550001,0.0,632.5699579550001
15,"[0, 5, 5]","[(0, 1), (5, 0), (5, 0)]","[-5, 10, 10]",-11.62002803,Inf,Inf
15,"[0, 5, 5]","[(10, 0), (0, 1), (5, 0)]","[10, 5, 10]",632.5699579550001,0.0,632.5699579550001
15,"[0, 5, 5]","[(5, 0), (0, 1), (5, 0)]","[5, 5, 10]",588.37997197,0.0,588.37997197
15,"[0, 5, 5]","[(0, 1), (0, 1), (5, 0)]","[-5, 5, 10]",-55.810014015,Inf,Inf
15,"[0, 5, 5]","[(10, 0), (10, 0), (0, 1)]","[10, 15, 5]",676.7599439400001,0.0,676.7599439400001
15,"[0, 5, 5]","[(5, 0), (10, 0), (0, 1)]","[5, 15, 5]",632.5699579550001,0.0,632.5699579550001
15,"[0, 5, 5]","[(0, 1), (10, 0), (0, 1)]","[-5, 15, 5]",-11.62002803,Inf,Inf
15,"[0, 5, 5]","[(10, 0), (5, 0), (0, 1)]","[10, 10, 5]",632.5699579550001,0.0,632.5699579550001
15,"[0, 5, 5]","[(5, 0), (5, 0), (0, 1)]","[5, 10, 5]",588.37997197,0.0,588.37997197
15,"[0, 5, 5]","[(0, 1), (5, 0), (0, 1)]","[-5, 10, 5]",-55.810014015,Inf,Inf
15,"[0, 5, 5]","[(10, 0), (0, 1), (0, 1)]","[10, 5, 5]",588.37997197,0.0,588.37997197
15,"[0, 5, 5]","[(5, 0), (0, 1), (0, 1)]","[5, 5, 5]",544.189985985,0.0,544.189985985
15,"[0, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[-5, 5, 5]",-100.0,Inf,Inf
15,"[0, 5, 10]","[(10, 0), (10, 0), (10, 0)]","[10, 15, 20]",765.1399159100001,0.0,765.1399159100001
15,"[0, 5, 10]","[(5, 0), (10, 0), (10, 0)]","[5, 15, 20]",720.9499299250001,0.0,720.9499299250001
15,"[0, 5, 10]","[(0, 1), (10, 0), (10, 0)]","[-5, 15, 20]",76.75994394,Inf,Inf
15,"[0, 5, 10]","[(10, 0), (5, 0), (10, 0)]","[10, 10, 20]",720.9499299250001,0.0,720.9499299250001
15,"[0, 5, 10]","[(5, 0), (5, 0), (10, 0)]","[5, 10, 20]",676.7599439400001,0.0,676.7599439400001
15,"[0, 5, 10]","[(0, 1), (5, 0), (10, 0)]","[-5, 10, 20]",32.569957955,Inf,Inf
15,"[0, 5, 10]","[(10, 0), (0, 1), (10, 0)]","[10, 5, 20]",676.7599439400001,0.0,676.7599439400001
15,"[0, 5, 10]","[(5, 0), (0, 1), (10, 0)]","[5, 5, 20]",632.5699579550001,0.0,632.5699579550001
15,"[0, 5, 10]","[(0, 1), (0, 1), (10, 0)]","[-5, 5, 20]",-11.62002803,Inf,Inf
15,"[0, 5, 10]","[(10, 0), (10, 0), (5, 0)]","[10, 15, 15]",720.9499299250001,0.0,720.9499299250001
15,"[0, 5, 10]","[(5, 0), (10, 0), (5, 0)]","[5, 15, 15]",676.7599439400001,0.0,676.7599439400001
15,"[0, 5, 10]","[(0, 1), (10, 0), (5, 0)]","[-5, 15, 15]",32.569957955,Inf,Inf
15,"[0, 5, 10]","[(10, 0), (5, 0), (5, 0)]","[10, 10, 15]",676.7599439400001,0.0,676.7599439400001
15,"[0, 5, 10]","[(5, 0), (5, 0), (5, 0)]","[5, 10, 15]",632.5699579550001,0.0,632.5699579550001
15,"[0, 5, 10]","[(0, 1), (5, 0), (5, 0)]","[-5, 10, 15]",-11.62002803,Inf,Inf
15,"[0, 5, 10]","[(10, 0), (0, 1), (5, 0)]","[10, 5, 15]",632.5699579550001,0.0,632.5699579550001
15,"[0, 5, 10]","[(5, 0), (0, 1), (5, 0)]","[5, 5, 15]",588.37997197,0.0,588.37997197
15,"[0, 5, 10]","[(0, 1), (0, 1), (5, 0)]","[-5, 5, 15]",-55.810014015,Inf,Inf
15,"[0, 5, 10]","[(10, 0), (10, 0), (0, 1)]","[10, 15, 10]",676.7599439400001,0.0,676.7599439400001
15,"[0, 5, 10]","[(5, 0), (10, 0), (0, 1)]","[5, 15, 10]",632.5699579550001,0.0,632.5699579550001
15,"[0, 5, 10]","[(0, 1), (10, 0), (0, 1)]","[-5, 15, 10]",-11.62002803,Inf,Inf
15,"[0, 5, 10]","[(10, 0), (5, 0), (0, 1)]","[10, 10, 10]",632.5699579550001,0.0,632.5699579550001
15,"[0, 5, 10]","[(5, 0), (5, 0), (0, 1)]","[5, 10, 10]",588.37997197,0.0,588.37997197
15,"[0, 5, 10]","[(0, 1), (5, 0), (0, 1)]","[-5, 10, 10]",-55.810014015,Inf,Inf
15,"[0, 5, 10]","[(10, 0), (0, 1), (0, 1)]","[10, 5, 10]",588.37997197,0.0,588.37997197
15,"[0, 5, 10]","[(5, 0), (0, 1), (0, 1)]","[5, 5, 10]",544.189985985,0.0,544.189985985
15,"[0, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[-5, 5, 10]",-100.0,Inf,Inf
15,"[0, 5, 15]","[(10, 0), (10, 0), (10, 0)]","[10, 15, 25]",765.1399159100001,Inf,Inf
15,"[0, 5, 15]","[(5, 0), (10, 0), (10, 0)]","[5, 15, 25]",720.9499299250001,Inf,Inf
15,"[0, 5, 15]","[(0, 1), (10, 0), (10, 0)]","[-5, 15, 25]",76.75994394,Inf,Inf
15,"[0, 5, 15]","[(10, 0), (5, 0), (10, 0)]","[10, 10, 25]",720.9499299250001,Inf,Inf
15,"[0, 5, 15]","[(5, 0), (5, 0), (10, 0)]","[5, 10, 25]",676.7599439400001,Inf,Inf
15,"[0, 5, 15]","[(0, 1), (5, 0), (10, 0)]","[-5, 10, 25]",32.569957955,Inf,Inf
15,"[0, 5, 15]","[(10, 0), (0, 1), (10, 0)]","[10, 5, 25]",676.7599439400001,Inf,Inf
15,"[0, 5, 15]","[(5, 0), (0, 1), (10, 0)]","[5, 5, 25]",632.5699579550001,Inf,Inf
15,"[0, 5, 15]","[(0, 1), (0, 1), (10, 0)]","[-5, 5, 25]",-11.62002803,Inf,Inf
15,"[0, 5, 15]","[(10, 0), (10, 0), (5, 0)]","[10, 15, 20]",720.9499299250001,0.0,720.9499299250001
