time,state,action,new_state,cost,new_state_val,total_cost
18,"[15, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[15, 10, 10]",-100.0,-100.0,-200.0
18,"[15, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[15, 10, 15]",-100.0,-100.0,-200.0
18,"[15, 15, 0]","[(0, 1), (0, 1), (5, 0)]","[15, 15, 5]",503.4563889335,-100.0,403.4563889335
18,"[15, 15, 5]","[(0, 1), (0, 1), (0, 1)]","[15, 15, 0]",-100.0,-100.0,-200.0
18,"[15, 15, 10]","[(0, 1), (0, 1), (0, 1)]","[15, 15, 5]",-100.0,-100.0,-200.0
18,"[15, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[15, 15, 10]",-100.0,-100.0,-200.0
18,"[15, 15, 20]","[(0, 1), (0, 1), (0, 1)]","[15, 15, 15]",-100.0,-100.0,-200.0
18,"[15, 20, 0]","[(0, 1), (0, 1), (5, 0)]","[15, 20, 5]",503.4563889335,-100.0,403.4563889335
18,"[15, 20, 5]","[(0, 1), (0, 1), (0, 1)]","[15, 20, 0]",-100.0,-100.0,-200.0
18,"[15, 20, 10]","[(0, 1), (0, 1), (0, 1)]","[15, 20, 5]",-100.0,-100.0,-200.0
18,"[15, 20, 15]","[(0, 1), (0, 1), (0, 1)]","[15, 20, 10]",-100.0,-100.0,-200.0
18,"[15, 20, 20]","[(0, 1), (0, 1), (0, 1)]","[15, 20, 15]",-100.0,-100.0,-200.0
18,"[20, 0, 0]","[(0, 1), (0, 1), (5, 0)]","[20, 0, 5]",503.4563889335,-100.0,403.4563889335
18,"[20, 0, 5]","[(0, 1), (0, 1), (0, 1)]","[20, 0, 0]",-100.0,-100.0,-200.0
18,"[20, 0, 10]","[(0, 1), (0, 1), (0, 1)]","[20, 0, 5]",-100.0,-100.0,-200.0
18,"[20, 0, 15]","[(0, 1), (0, 1), (0, 1)]","[20, 0, 10]",-100.0,-100.0,-200.0
18,"[20, 0, 20]","[(0, 1), (0, 1), (0, 1)]","[20, 0, 15]",-100.0,-100.0,-200.0
18,"[20, 5, 0]","[(0, 1), (0, 1), (5, 0)]","[20, 5, 5]",503.4563889335,-100.0,403.4563889335
18,"[20, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[20, 5, 0]",-100.0,-100.0,-200.0
18,"[20, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[20, 5, 5]",-100.0,-100.0,-200.0
18,"[20, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[20, 5, 10]",-100.0,-100.0,-200.0
18,"[20, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[20, 5, 15]",-100.0,-100.0,-200.0
18,"[20, 10, 0]","[(0, 1), (0, 1), (5, 0)]","[20, 10, 5]",503.4563889335,-100.0,403.4563889335
18,"[20, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[20, 10, 0]",-100.0,-100.0,-200.0
18,"[20, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[20, 10, 5]",-100.0,-100.0,-200.0
18,"[20, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[20, 10, 10]",-100.0,-100.0,-200.0
18,"[20, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[20, 10, 15]",-100.0,-100.0,-200.0
18,"[20, 15, 0]","[(0, 1), (0, 1), (5, 0)]","[20, 15, 5]",503.4563889335,-100.0,403.4563889335
18,"[20, 15, 5]","[(0, 1), (0, 1), (0, 1)]","[20, 15, 0]",-100.0,-100.0,-200.0
18,"[20, 15, 10]","[(0, 1), (0, 1), (0, 1)]","[20, 15, 5]",-100.0,-100.0,-200.0
18,"[20, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[20, 15, 10]",-100.0,-100.0,-200.0
18,"[20, 15, 20]","[(0, 1), (0, 1), (0, 1)]","[20, 15, 15]",-100.0,-100.0,-200.0
18,"[20, 20, 0]","[(0, 1), (0, 1), (5, 0)]","[20, 20, 5]",503.4563889335,-100.0,403.4563889335
18,"[20, 20, 5]","[(0, 1), (0, 1), (0, 1)]","[20, 20, 0]",-100.0,-100.0,-200.0
18,"[20, 20, 10]","[(0, 1), (0, 1), (0, 1)]","[20, 20, 5]",-100.0,-100.0,-200.0
18,"[20, 20, 15]","[(0, 1), (0, 1), (0, 1)]","[20, 20, 10]",-100.0,-100.0,-200.0
18,"[20, 20, 20]","[(0, 1), (0, 1), (0, 1)]","[20, 20, 15]",-100.0,-100.0,-200.0
19,"[0, 0, 0]","[(5, 0), (0, 1), (0, 1)]","[5, 0, 0]",500.44471817335,0.0,500.44471817335
19,"[0, 0, 5]","[(5, 0), (0, 1), (0, 1)]","[5, 0, 5]",500.44471817335,0.0,500.44471817335
19,"[0, 0, 10]","[(5, 0), (0, 1), (0, 1)]","[5, 0, 10]",500.44471817335,0.0,500.44471817335
19,"[0, 0, 15]","[(5, 0), (0, 1), (0, 1)]","[5, 0, 15]",500.44471817335,0.0,500.44471817335
19,"[0, 0, 20]","[(5, 0), (0, 1), (0, 1)]","[5, 0, 20]",500.44471817335,0.0,500.44471817335
19,"[0, 5, 0]","[(5, 0), (0, 1), (0, 1)]","[5, 5, 0]",500.44471817335,0.0,500.44471817335
19,"[0, 5, 5]","[(5, 0), (0, 1), (0, 1)]","[5, 5, 5]",500.44471817335,0.0,500.44471817335
19,"[0, 5, 10]","[(5, 0), (0, 1), (0, 1)]","[5, 5, 10]",500.44471817335,0.0,500.44471817335
19,"[0, 5, 15]","[(5, 0), (0, 1), (0, 1)]","[5, 5, 15]",500.44471817335,0.0,500.44471817335
19,"[0, 5, 20]","[(5, 0), (0, 1), (0, 1)]","[5, 5, 20]",500.44471817335,0.0,500.44471817335
19,"[0, 10, 0]","[(5, 0), (0, 1), (0, 1)]","[5, 10, 0]",500.44471817335,0.0,500.44471817335
19,"[0, 10, 5]","[(5, 0), (0, 1), (0, 1)]","[5, 10, 5]",500.44471817335,0.0,500.44471817335
19,"[0, 10, 10]","[(5, 0), (0, 1), (0, 1)]","[5, 10, 10]",500.44471817335,0.0,500.44471817335
19,"[0, 10, 15]","[(5, 0), (0, 1), (0, 1)]","[5, 10, 15]",500.44471817335,0.0,500.44471817335
19,"[0, 10, 20]","[(5, 0), (0, 1), (0, 1)]","[5, 10, 20]",500.44471817335,0.0,500.44471817335
19,"[0, 15, 0]","[(5, 0), (0, 1), (0, 1)]","[5, 15, 0]",500.44471817335,0.0,500.44471817335
19,"[0, 15, 5]","[(5, 0), (0, 1), (0, 1)]","[5, 15, 5]",500.44471817335,0.0,500.44471817335
19,"[0, 15, 10]","[(5, 0), (0, 1), (0, 1)]","[5, 15, 10]",500.44471817335,0.0,500.44471817335
19,"[0, 15, 15]","[(5, 0), (0, 1), (0, 1)]","[5, 15, 15]",500.44471817335,0.0,500.44471817335
19,"[0, 15, 20]","[(5, 0), (0, 1), (0, 1)]","[5, 15, 20]",500.44471817335,0.0,500.44471817335
19,"[0, 20, 0]","[(5, 0), (0, 1), (0, 1)]","[5, 20, 0]",500.44471817335,0.0,500.44471817335
19,"[0, 20, 5]","[(5, 0), (0, 1), (0, 1)]","[5, 20, 5]",500.44471817335,0.0,500.44471817335
19,"[0, 20, 10]","[(5, 0), (0, 1), (0, 1)]","[5, 20, 10]",500.44471817335,0.0,500.44471817335
19,"[0, 20, 15]","[(5, 0), (0, 1), (0, 1)]","[5, 20, 15]",500.44471817335,0.0,500.44471817335
19,"[0, 20, 20]","[(5, 0), (0, 1), (0, 1)]","[5, 20, 20]",500.44471817335,0.0,500.44471817335
19,"[5, 0, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 0]",-100.0,0.0,-100.0
19,"[5, 0, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 5]",-100.0,0.0,-100.0
19,"[5, 0, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 10]",-100.0,0.0,-100.0
19,"[5, 0, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 15]",-100.0,0.0,-100.0
19,"[5, 0, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 20]",-100.0,0.0,-100.0
19,"[5, 5, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 0]",-100.0,0.0,-100.0
19,"[5, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 5]",-100.0,0.0,-100.0
19,"[5, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 10]",-100.0,0.0,-100.0
19,"[5, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 15]",-100.0,0.0,-100.0
19,"[5, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 20]",-100.0,0.0,-100.0
19,"[5, 10, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 0]",-100.0,0.0,-100.0
19,"[5, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 5]",-100.0,0.0,-100.0
19,"[5, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 10]",-100.0,0.0,-100.0
19,"[5, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 15]",-100.0,0.0,-100.0
19,"[5, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 20]",-100.0,0.0,-100.0
19,"[5, 15, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 0]",-100.0,0.0,-100.0
19,"[5, 15, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 5]",-100.0,0.0,-100.0
19,"[5, 15, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 10]",-100.0,0.0,-100.0
19,"[5, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 15]",-100.0,0.0,-100.0
19,"[5, 15, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 20]",-100.0,0.0,-100.0
19,"[5, 20, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 0]",-100.0,0.0,-100.0
19,"[5, 20, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 5]",-100.0,0.0,-100.0
19,"[5, 20, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 10]",-100.0,0.0,-100.0
19,"[5, 20, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 15]",-100.0,0.0,-100.0
19,"[5, 20, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 20]",-100.0,0.0,-100.0
19,"[10, 0, 0]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 0]",-100.0,0.0,-100.0
19,"[10, 0, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 5]",-100.0,0.0,-100.0
19,"[10, 0, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 10]",-100.0,0.0,-100.0
19,"[10, 0, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 15]",-100.0,0.0,-100.0
19,"[10, 0, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 20]",-100.0,0.0,-100.0
19,"[10, 5, 0]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 0]",-100.0,0.0,-100.0
19,"[10, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 5]",-100.0,0.0,-100.0
19,"[10, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 10]",-100.0,0.0,-100.0
19,"[10, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 15]",-100.0,0.0,-100.0
19,"[10, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 20]",-100.0,0.0,-100.0
19,"[10, 10, 0]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 0]",-100.0,0.0,-100.0
19,"[10, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 5]",-100.0,0.0,-100.0
19,"[10, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 10]",-100.0,0.0,-100.0
19,"[10, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 15]",-100.0,0.0,-100.0
19,"[10, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 20]",-100.0,0.0,-100.0
19,"[10, 15, 0]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 0]",-100.0,0.0,-100.0
19,"[10, 15, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 5]",-100.0,0.0,-100.0
19,"[10, 15, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 10]",-100.0,0.0,-100.0
19,"[10, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 15]",-100.0,0.0,-100.0
19,"[10, 15, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 20]",-100.0,0.0,-100.0
19,"[10, 20, 0]","[(0, 1), (0, 1), (0, 1)]","[5, 20, 0]",-100.0,0.0,-100.0
19,"[10, 20, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 20, 5]",-100.0,0.0,-100.0
19,"[10, 20, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 20, 10]",-100.0,0.0,-100.0
19,"[10, 20, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 20, 15]",-100.0,0.0,-100.0
19,"[10, 20, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 20, 20]",-100.0,0.0,-100.0
19,"[15, 0, 0]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 0]",-100.0,0.0,-100.0
19,"[15, 0, 5]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 5]",-100.0,0.0,-100.0
19,"[15, 0, 10]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 10]",-100.0,0.0,-100.0
19,"[15, 0, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 15]",-100.0,0.0,-100.0
19,"[15, 0, 20]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 20]",-100.0,0.0,-100.0
19,"[15, 5, 0]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 0]",-100.0,0.0,-100.0
19,"[15, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 5]",-100.0,0.0,-100.0
19,"[15, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 10]",-100.0,0.0,-100.0
19,"[15, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 15]",-100.0,0.0,-100.0
19,"[15, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 20]",-100.0,0.0,-100.0
19,"[15, 10, 0]","[(0, 1), (0, 1), (0, 1)]","[10, 10, 0]",-100.0,0.0,-100.0
19,"[15, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[10, 10, 5]",-100.0,0.0,-100.0
19,"[15, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[10, 10, 10]",-100.0,0.0,-100.0
19,"[15, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 10, 15]",-100.0,0.0,-100.0
19,"[15, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[10, 10, 20]",-100.0,0.0,-100.0
19,"[15, 15, 0]","[(0, 1), (0, 1), (0, 1)]","[10, 15, 0]",-100.0,0.0,-100.0
19,"[15, 15, 5]","[(0, 1), (0, 1), (0, 1)]","[10, 15, 5]",-100.0,0.0,-100.0
19,"[15, 15, 10]","[(0, 1), (0, 1), (0, 1)]","[10, 15, 10]",-100.0,0.0,-100.0
19,"[15, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 15, 15]",-100.0,0.0,-100.0
19,"[15, 15, 20]","[(0, 1), (0, 1), (0, 1)]","[10, 15, 20]",-100.0,0.0,-100.0
19,"[15, 20, 0]","[(0, 1), (0, 1), (0, 1)]","[10, 20, 0]",-100.0,0.0,-100.0
19,"[15, 20, 5]","[(0, 1), (0, 1), (0, 1)]","[10, 20, 5]",-100.0,0.0,-100.0
19,"[15, 20, 10]","[(0, 1), (0, 1), (0, 1)]","[10, 20, 10]",-100.0,0.0,-100.0
19,"[15, 20, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 20, 15]",-100.0,0.0,-100.0
19,"[15, 20, 20]","[(0, 1), (0, 1), (0, 1)]","[10, 20, 20]",-100.0,0.0,-100.0
19,"[20, 0, 0]","[(0, 1), (0, 1), (0, 1)]","[15, 0, 0]",-100.0,0.0,-100.0
19,"[20, 0, 5]","[(0, 1), (0, 1), (0, 1)]","[15, 0, 5]",-100.0,0.0,-100.0
19,"[20, 0, 10]","[(0, 1), (0, 1), (0, 1)]","[15, 0, 10]",-100.0,0.0,-100.0
19,"[20, 0, 15]","[(0, 1), (0, 1), (0, 1)]","[15, 0, 15]",-100.0,0.0,-100.0
19,"[20, 0, 20]","[(0, 1), (0, 1), (0, 1)]","[15, 0, 20]",-100.0,0.0,-100.0
19,"[20, 5, 0]","[(0, 1), (0, 1), (0, 1)]","[15, 5, 0]",-100.0,0.0,-100.0
19,"[20, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[15, 5, 5]",-100.0,0.0,-100.0
19,"[20, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[15, 5, 10]",-100.0,0.0,-100.0
19,"[20, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[15, 5, 15]",-100.0,0.0,-100.0
19,"[20, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[15, 5, 20]",-100.0,0.0,-100.0
19,"[20, 10, 0]","[(0, 1), (0, 1), (0, 1)]","[15, 10, 0]",-100.0,0.0,-100.0
19,"[20, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[15, 10, 5]",-100.0,0.0,-100.0
19,"[20, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[15, 10, 10]",-100.0,0.0,-100.0
19,"[20, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[15, 10, 15]",-100.0,0.0,-100.0
19,"[20, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[15, 10, 20]",-100.0,0.0,-100.0
19,"[20, 15, 0]","[(0, 1), (0, 1), (0, 1)]","[15, 15, 0]",-100.0,0.0,-100.0
19,"[20, 15, 5]","[(0, 1), (0, 1), (0, 1)]","[15, 15, 5]",-100.0,0.0,-100.0
19,"[20, 15, 10]","[(0, 1), (0, 1), (0, 1)]","[15, 15, 10]",-100.0,0.0,-100.0
19,"[20, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[15, 15, 15]",-100.0,0.0,-100.0
19,"[20, 15, 20]","[(0, 1), (0, 1), (0, 1)]","[15, 15, 20]",-100.0,0.0,-100.0
19,"[20, 20, 0]","[(0, 1), (0, 1), (0, 1)]","[15, 20, 0]",-100.0,0.0,-100.0
19,"[20, 20, 5]","[(0, 1), (0, 1), (0, 1)]","[15, 20, 5]",-100.0,0.0,-100.0
19,"[20, 20, 10]","[(0, 1), (0, 1), (0, 1)]","[15, 20, 10]",-100.0,0.0,-100.0
19,"[20, 20, 15]","[(0, 1), (0, 1), (0, 1)]","[15, 20, 15]",-100.0,0.0,-100.0
19,"[20, 20, 20]","[(0, 1), (0, 1), (0, 1)]","[15, 20, 20]",-100.0,0.0,-100.0
